user_id,is_churned,churn_date,churn_reason
U00422,Yes,2025-05-05,Features
U00423,Yes,2024-10-27,Price
U00424,Yes,2025-05-08,Competition
U00425,Yes,2024-07-30,Inactive
U00426,Yes,2024-10-02,Price
U00427,Yes,2024-09-21,Inactive
U00428,Yes,2025-04-04,Competition
U00429,Yes,2024-09-27,Competition
U00430,Yes,2024-06-21,Inactive
U00431,No,,
U00432,Yes,2024-06-14,Price
U00433,Yes,2024-10-29,Competition
U00434,Yes,2024-05-27,Competition
U00435,No,,
U00436,Yes,2024-10-04,Inactive
U00437,Yes,2025-02-03,Competition
U00438,Yes,2024-11-10,Competition
U00439,Yes,2025-03-08,Price
U00440,Yes,2024-11-30,Inactive
U00441,Yes,2024-02-17,Price
U00442,Yes,2024-07-17,Inactive
U00443,Yes,2025-02-15,Competition
U00444,Yes,2024-11-10,Price
U00445,Yes,2024-06-26,Features
U00446,Yes,2025-01-29,Inactive
U00447,Yes,2024-08-26,Inactive
U00448,Yes,2024-06-24,Price
U00449,Yes,2024-09-20,Features
U00450,Yes,2024-07-16,Competition
U00451,Yes,2024-12-04,Price
U00452,Yes,2024-12-24,Inactive
U00453,No,,
U00454,Yes,2025-08-11,Features
U00455,No,,
U00456,Yes,2024-05-14,Inactive
U00457,Yes,2024-06-16,Competition
U00458,Yes,2025-02-25,Features
U00459,Yes,2024-09-03,Features
U00460,Yes,2025-02-23,Price
U00461,Yes,2025-02-14,Inactive
U00462,Yes,2025-01-08,Price
U00463,No,,
U00464,Yes,2024-07-11,Features
U00465,Yes,2024-05-23,Competition
U00466,Yes,2024-06-29,Features
U00467,No,,
U00468,Yes,2025-02-04,Competition
U00469,Yes,2024-09-28,Price
U00470,Yes,2024-12-23,Features
U00471,Yes,2024-12-07,Price
U00472,Yes,2025-10-16,Price
U00473,Yes,2025-01-10,Price
U00474,Yes,2024-12-12,Features
U00475,Yes,2025-01-26,Competition
U00476,No,,
U00477,Yes,2024-07-22,Price
U00478,Yes,2024-10-07,Competition
U00479,Yes,2024-06-17,Competition
U00480,Yes,2024-12-23,Inactive
U00481,Yes,2024-07-23,Inactive
U00482,Yes,2025-03-25,Features
U00483,Yes,2024-12-14,Features
U00484,Yes,2024-07-27,Competition
U00485,Yes,2025-05-25,Inactive
U00486,Yes,2025-01-14,Competition
U00487,Yes,2024-04-16,Features
U00488,No,,
U00489,Yes,2024-11-04,Competition
U00490,Yes,2025-04-28,Competition
U00491,Yes,2024-09-22,Inactive
U00492,Yes,2024-11-23,Competition
U00493,Yes,2024-07-01,Features
U00494,Yes,2024-10-06,Features
U00495,Yes,2025-06-24,Features
U00496,Yes,2025-06-02,Price
U00497,No,,
U00498,Yes,2024-08-06,Price
U00499,Yes,2024-09-23,Competition
U00500,Yes,2024-09-15,Inactive
U00501,Yes,2025-02-09,Competition
U00502,Yes,2024-07-23,Price
U00503,Yes,2024-12-17,Inactive
U00504,No,,
U00505,Yes,2024-12-06,Price
U00506,Yes,2024-07-22,Competition
U00507,Yes,2025-02-18,Competition
U00508,Yes,2024-11-25,Features
U00509,Yes,2025-01-01,Inactive
U00510,Yes,2024-11-19,Features
U00511,Yes,2025-04-29,Inactive
U00512,Yes,2025-02-08,Competition
U00513,Yes,2024-08-28,Competition
U00514,Yes,2024-05-06,Price
U00515,Yes,2024-06-15,Price
U00516,No,,
U00517,Yes,2024-11-27,Features
U00518,Yes,2025-04-07,Features
U00519,Yes,2025-04-26,Features
U00520,Yes,2024-05-30,Competition
U00521,Yes,2024-02-20,Price
U00522,No,,
U00523,No,,
U00524,Yes,2025-02-20,Inactive
U00525,Yes,2025-05-23,Price
U00526,Yes,2024-12-13,Inactive
U00527,Yes,2025-03-15,Price
U00528,Yes,2025-03-20,Inactive
U00529,Yes,2024-09-11,Features
U00530,Yes,2024-09-14,Inactive
U00531,Yes,2025-02-15,Features
U00532,Yes,2024-07-26,Features
U00533,Yes,2024-11-14,Features
U00534,Yes,2025-01-28,Features
U00535,Yes,2024-08-31,Inactive
U00536,Yes,2025-01-10,Features
U00537,Yes,2024-10-17,Competition
U00538,Yes,2025-01-08,Competition
U00539,Yes,2024-08-04,Competition
U00540,Yes,2024-06-03,Price
U00541,Yes,2025-06-24,Competition
U00542,Yes,2024-08-17,Price
U00543,Yes,2024-07-11,Competition
U00544,Yes,2024-07-10,Competition
U00545,Yes,2024-09-01,Price
U00546,Yes,2025-03-05,Price
U00547,Yes,2025-03-16,Competition
U00548,No,,
U00549,No,,
U00550,Yes,2024-11-02,Inactive
U00551,Yes,2024-05-01,Features
U00552,Yes,2024-05-28,Inactive
U00553,Yes,2025-03-14,Inactive
U00554,Yes,2024-07-13,Inactive
U00555,Yes,2025-09-22,Features
U00556,Yes,2024-08-24,Features
U00557,Yes,2024-05-27,Price
U00558,Yes,2025-05-03,Inactive
U00559,No,,
U00560,Yes,2024-05-22,Inactive
U00561,Yes,2024-11-24,Price
U00562,Yes,2024-06-12,Features
U00563,Yes,2024-12-03,Price
U00564,Yes,2025-01-16,Competition
U00565,Yes,2024-06-24,Features
U00566,Yes,2024-04-30,Price
U00567,Yes,2024-10-03,Price
U00568,Yes,2024-10-06,Inactive
U00569,Yes,2025-02-25,Competition
U00570,Yes,2024-05-29,Competition
U00571,Yes,2025-07-27,Competition
U00572,No,,
U00573,Yes,2025-03-30,Features
U00574,Yes,2024-12-08,Competition
U00575,Yes,2024-08-05,Features
U00576,Yes,2025-01-23,Price
U00577,Yes,2024-09-16,Inactive
U00578,Yes,2024-03-03,Features
U00579,Yes,2025-09-06,Price
U00580,Yes,2024-02-05,Price
U00581,Yes,2025-01-10,Features
U00582,Yes,2024-10-21,Competition
U00583,Yes,2025-01-11,Features
U00584,Yes,2024-09-19,Features
U00585,Yes,2025-07-11,Competition
U00586,No,,
U00587,Yes,2025-06-30,Inactive
U00588,Yes,2024-08-29,Competition
U00589,Yes,2024-10-14,Features
U00590,Yes,2024-11-27,Competition
U00591,No,,
U00592,Yes,2024-12-12,Competition
U00593,Yes,2024-12-03,Features
U00594,No,,
U00595,Yes,2025-01-29,Price
U00596,Yes,2024-07-30,Competition
U00597,Yes,2024-11-10,Price
U00598,Yes,2024-06-30,Inactive
U00599,Yes,2024-08-15,Inactive
U00600,Yes,2025-05-17,Features
U00601,Yes,2024-10-12,Inactive
U00602,Yes,2024-04-08,Competition
U00603,Yes,2024-10-20,Inactive
U00604,Yes,2025-07-14,Competition
U00605,No,,
U00606,No,,
U00607,No,,
U00608,Yes,2024-05-06,Inactive
U00609,Yes,2025-03-05,Competition
U00610,No,,
U00611,Yes,2024-06-16,Competition
U00612,Yes,2024-10-20,Features
U00613,Yes,2025-02-02,Price
U00614,Yes,2024-09-11,Features
U00615,Yes,2024-05-09,Inactive
U00616,No,,
U00617,Yes,2024-09-10,Competition
U00618,Yes,2025-01-25,Price
U00619,Yes,2025-01-30,Competition
U00620,Yes,2024-07-06,Competition
U00621,No,,
U00622,Yes,2025-02-25,Competition
U00623,Yes,2024-07-18,Inactive
U00624,Yes,2024-11-29,Competition
U00625,Yes,2024-06-28,Competition
U00626,Yes,2024-10-12,Price
U00627,Yes,2024-12-16,Competition
U00628,Yes,2024-04-02,Features
U00629,Yes,2024-11-21,Price
U00630,Yes,2024-12-17,Price
U00631,Yes,2025-04-29,Price
U00632,Yes,2024-07-06,Price
U00633,Yes,2024-11-23,Inactive
U00634,Yes,2024-10-12,Competition
U00635,Yes,2025-06-24,Price
U00636,Yes,2024-12-11,Price
U00637,Yes,2024-07-07,Price
U00638,Yes,2025-07-14,Price
U00639,Yes,2024-11-01,Features
U00640,Yes,2024-07-29,Inactive
U00641,No,,
U00642,Yes,2025-08-06,Features
U00643,Yes,2024-10-03,Inactive
U00644,No,,
U00645,Yes,2024-02-06,Price
U00646,Yes,2025-01-10,Inactive
U00647,Yes,2024-11-01,Price
U00648,Yes,2024-11-03,Competition
U00649,Yes,2025-01-21,Features
U00650,Yes,2024-12-14,Features
U00651,Yes,2024-09-28,Price
U00652,Yes,2025-07-05,Competition
U00653,Yes,2024-12-21,Features
U00654,Yes,2024-06-18,Price
U00655,Yes,2024-09-16,Features
U00656,Yes,2024-03-18,Price
U00657,Yes,2024-07-27,Price
U00658,Yes,2024-12-21,Competition
U00659,Yes,2024-06-25,Inactive
U00660,Yes,2025-04-01,Price
U00661,No,,
U00662,Yes,2024-10-08,Features
U00663,Yes,2025-03-06,Inactive
U00664,Yes,2024-10-03,Competition
U00665,Yes,2024-06-03,Competition
U00666,Yes,2025-02-07,Features
U00667,Yes,2024-11-02,Price
U00668,No,,
U00669,Yes,2024-08-02,Inactive
U00670,Yes,2025-06-14,Inactive
U00671,Yes,2024-11-05,Inactive
U00672,Yes,2024-10-09,Features
U00673,Yes,2024-05-12,Price
U00674,Yes,2024-09-15,Features
U00675,Yes,2024-08-12,Competition
U00676,Yes,2024-09-08,Features
U00677,Yes,2024-10-07,Features
U00678,Yes,2025-01-15,Price
U00679,Yes,2024-02-15,Competition
U00680,Yes,2024-08-13,Competition
U00681,Yes,2024-10-06,Price
U00682,Yes,2024-04-10,Features
U00683,Yes,2024-03-05,Competition
U00684,Yes,2024-12-27,Inactive
U00685,Yes,2024-09-01,Features
U00686,Yes,2024-06-27,Features
U00687,Yes,2025-03-30,Inactive
U00688,Yes,2024-07-07,Price
U00689,Yes,2024-06-13,Competition
U00690,Yes,2025-03-02,Features
U00691,Yes,2025-01-21,Features
U00692,Yes,2025-07-09,Price
U00693,Yes,2024-12-22,Competition
U00694,Yes,2025-02-24,Features
U00695,Yes,2024-08-29,Competition
U00696,Yes,2024-03-17,Competition
U00697,Yes,2024-03-14,Price
U00698,Yes,2024-11-23,Competition
U00699,Yes,2024-07-06,Price
U00700,Yes,2024-06-12,Price
U00701,Yes,2025-05-06,Competition
U00702,Yes,2025-07-31,Price
U00703,Yes,2025-02-28,Price
U00704,Yes,2024-12-10,Competition
U00705,Yes,2025-01-18,Price
U00706,Yes,2024-09-11,Inactive
U00707,Yes,2025-07-19,Price
U00708,Yes,2024-05-25,Price
U00709,No,,
U00710,Yes,2025-01-07,Features
U00711,Yes,2024-06-11,Inactive
U00712,Yes,2025-03-16,Competition
U00713,Yes,2024-07-03,Price
U00714,Yes,2024-09-19,Price
U00715,Yes,2025-04-09,Inactive
U00716,Yes,2024-10-23,Competition
U00717,Yes,2024-07-15,Price
U00718,Yes,2024-10-20,Price
U00719,Yes,2025-04-29,Competition
U00720,Yes,2025-08-07,Features
U00721,Yes,2024-07-26,Competition
U00722,Yes,2024-12-12,Competition
U00723,Yes,2024-05-13,Inactive
U00724,Yes,2024-10-24,Price
U00725,Yes,2024-12-25,Price
U00726,Yes,2025-06-21,Features
U00727,Yes,2025-06-07,Inactive
U00728,Yes,2025-01-10,Inactive
U00729,Yes,2024-08-25,Price
U00730,Yes,2024-05-14,Inactive
U00731,Yes,2024-09-17,Features
U00732,Yes,2024-08-07,Inactive
U00733,Yes,2025-05-22,Features
U00734,Yes,2024-05-28,Inactive
U00735,Yes,2024-10-13,Price
U00736,Yes,2025-03-22,Price
U00737,Yes,2024-04-24,Features
U00738,Yes,2024-12-28,Inactive
U00739,Yes,2024-06-15,Inactive
U00740,Yes,2025-09-01,Price
U00741,No,,
U00742,Yes,2024-12-13,Features
U00743,Yes,2025-01-03,Features
U00744,Yes,2024-05-15,Competition
U00745,No,,
U00746,Yes,2025-01-06,Price
U00747,Yes,2025-04-06,Price
U00748,Yes,2025-01-07,Inactive
U00749,Yes,2025-01-28,Competition
U00750,Yes,2024-11-05,Features
U00751,Yes,2025-06-20,Competition
U00752,Yes,2024-10-13,Inactive
U00753,Yes,2025-10-26,Price
U00754,Yes,2024-04-27,Features
U00755,Yes,2025-04-19,Inactive
U00756,Yes,2025-01-08,Features
U00757,Yes,2024-12-01,Features
U00758,Yes,2024-04-01,Price
U00759,Yes,2024-06-25,Competition
U00760,Yes,2024-10-17,Price
U00761,Yes,2024-09-06,Competition
U00762,Yes,2024-05-13,Features
U00763,Yes,2025-09-18,Features
U00764,No,,
U00765,Yes,2025-03-15,Features
U00766,Yes,2024-06-26,Inactive
U00767,Yes,2024-12-08,Competition
U00768,Yes,2025-04-21,Features
U00769,Yes,2025-04-05,Price
U00770,No,,
U00771,Yes,2024-12-13,Price
U00772,Yes,2024-07-13,Competition
U00773,Yes,2024-06-29,Inactive
U00774,Yes,2024-04-22,Price
U00775,No,,
U00776,Yes,2025-03-26,Price
U00777,Yes,2024-06-11,Features
U00778,Yes,2024-07-08,Competition
U00779,Yes,2025-04-23,Features
U00780,No,,
U00781,Yes,2025-03-16,Inactive
U00782,Yes,2025-06-27,Price
U00783,Yes,2024-10-13,Inactive
U00784,Yes,2024-05-13,Competition
U00785,Yes,2024-11-06,Price
U00786,No,,
U00787,No,,
U00788,Yes,2025-02-28,Competition
U00789,Yes,2024-05-28,Competition
U00790,Yes,2024-03-25,Price
U00791,Yes,2024-12-18,Features
U00792,Yes,2024-05-19,Price
U00793,Yes,2024-11-28,Price
U00794,Yes,2024-06-07,Features
U00795,Yes,2024-03-04,Inactive
